h_booking_id,booking_datetime,checkin_date,checkout_date,hotel_id,hotel_country_code,hotel_live_date,hotel_star_rating,accommadation_type_name,charge_option,h_customer_id,customer_nationality,guest_is_not_the_customer,guest_nationality_country_name,no_of_adults,no_of_children,no_of_extra_bed,no_of_room,origin_country_code,language,original_selling_amount,original_payment_method,original_payment_type,original_payment_currency,is_user_logged_in,cancellation_policy_code,is_first_booking,request_nonesmoke,request_latecheckin,request_highfloor,request_largebed,request_twinbeds,request_airport,request_earlycheckin,cancellation_datetime,hotel_area_code,hotel_brand_code,hotel_chain_code,hotel_city_code
-1952355629212325434,2018-04-09 13:52:00,2018-08-03 00:00:00,2018-08-06 00:00:00,198831,VN,2012-04-20 10:06:00,3.5,Hotel,Pay Now,6107203627267170017,Japan,0,Japan,2,2,0,1,JP,Japanese,164.79,JCB,Credit Card,JPY,False,365D100P_100P,False,,,,,,,,,3947,,,1354
-7245279152209405341,2018-06-14 00:28:00,2018-07-01 00:00:00,2018-07-04 00:00:00,2119710,TW,2017-04-09 12:04:00,3.0,Hotel,Pay Later,8720157728950510035,UNKNOWN,1,Philippines,2,0,0,1,PH,English / United Kingdom,104.16,MasterCard,Credit Card,PHP,True,7D100P_100P,False,,,,,,,,,3127,,,162
5997455656812363596,2018-09-06 00:19:00,2018-09-09 00:00:00,2018-09-12 00:00:00,194884,TH,2010-07-08 07:40:00,3.5,Hotel,Pay Now,4422833415187410000,South Korea,0,South Korea,2,0,0,1,KR,Korean,85.01,Visa,Credit Card,KRW,True,365D100P_100P,False,,,,,,,,,2964,,,2477
-3185966085589536303,2018-09-02 23:02:00,2018-09-08 00:00:00,2018-09-09 00:00:00,4405472,KR,2018-01-29 06:47:00,1.5,Guest House / Bed & Breakfast,Pay Now,4504788573022610074,South Korea,0,South Korea,3,0,0,1,KR,Korean,50.12,MasterCard,Credit Card,KRW,True,1D100P,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1708,,,2799
3118970901049897518,2018-07-20 20:37:00,2018-07-20 00:00:00,2018-07-21 00:00:00,256436,MY,2011-03-23 07:20:00,2.0,Hotel,Pay Now,6274843241896030013,Malaysia,0,Malaysia,2,0,0,1,MY,English,26.76,MayBank2U,Credit Card,MYR,True,1D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3299,,,2797
-4516597587491783549,2018-08-03 09:10:00,2018-08-03 00:00:00,2018-08-04 00:00:00,983975,VN,2015-09-09 11:18:00,1.0,Hostel,Pay Now,4568504874143770053,China,0,China,1,0,0,1,VN,S.Chinese / Mainland,3.88,Alipay,Credit Card,CNY,True,7D1N_3D100P_100P,False,,,,,,,,,5293,,,794
3611179005022322607,2018-04-16 20:50:00,2018-09-12 00:00:00,2018-09-15 00:00:00,10652,TH,2009-06-28 02:02:00,3.0,Hotel,Pay Later,7703293453795220061,Singapore,0,Singapore,3,0,0,1,SG,English,257.97,Visa,Credit Card,SGD,True,3D1N_1N,False,,,,,,,,,5891,,,2477
-8868745589942821926,2018-08-27 16:01:00,2018-09-04 00:00:00,2018-09-06 00:00:00,2269198,ID,2017-08-10 15:05:00,5.0,Hotel,Pay Now,4070852939785320050,Singapore,1,Nepal,4,2,0,2,SG,English,454.97,Visa,Credit Card,SGD,True,3D1N_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,829,153.0,443.0,1079
-4304530814475429629,2018-08-12 10:01:00,2018-08-14 00:00:00,2018-08-15 00:00:00,85054,PH,2009-06-28 02:02:00,2.0,Hotel,Pay Now,876845513603410079,Philippines,1,Philippines,2,0,0,1,PH,English,21.23,MasterCard,Credit Card,PHP,True,7D1N_3D50P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1411,,,1405
-336512562450533349,2018-07-17 16:01:00,2018-07-20 00:00:00,2018-07-21 00:00:00,670596,NL,2014-07-08 19:46:00,3.0,Hotel,Pay Now,6886305399960420047,Denmark,0,Denmark,2,0,0,1,DK,English,105.02,MasterCard,Credit Card,EUR,True,365D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3156,,,1851
714304295377583882,2018-05-21 19:01:00,2018-07-05 00:00:00,2018-07-08 00:00:00,2617458,PH,2017-08-16 20:43:00,3.0,Hotel,Pay Now,1617661199293140085,South Korea,0,South Korea,2,0,0,1,KR,Korean,155.11,MasterCard,Credit Card,KRW,True,4D100P_100P,False,,,,,,,,,1411,,,1405
205743112196273847,2018-07-26 11:25:00,2018-08-03 00:00:00,2018-08-05 00:00:00,199,HK,2009-06-28 02:02:00,5.0,Hotel,Pay Later,4388212723948430042,Taiwan,0,Taiwan,8,0,0,2,TW,T. Chinese / Taiwan,959.02,JCB,Credit Card,TWD,True,2D1N_1N,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,5262,340.0,132.0,142
6473515332578817388,2018-08-18 02:10:00,2018-08-24 00:00:00,2018-08-26 00:00:00,256833,GB,2011-04-01 02:21:00,3.0,Hotel,Pay Later,8349441098386560095,Switzerland,0,Switzerland,2,0,0,1,CH,German,291.14,MasterCard,Credit Card,CHF,False,1D1N_1N,True,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,3508,798.0,104.0,1756
-3051628598212448799,2018-06-28 05:24:00,2018-07-02 00:00:00,2018-07-03 00:00:00,1562467,TW,2016-10-04 06:48:00,0.0,Hotel,Pay Now,8790486582181450076,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,61.94,Visa,Credit Card,TWD,False,5D100P,False,,,,,,,,,1011,,,162
1364932707695037481,2018-02-12 09:27:00,2018-07-04 00:00:00,2018-07-06 00:00:00,4355,ID,2009-06-28 02:02:00,4.0,Resort,Pay Now,5380905162976820067,United States of America,1,United States,2,0,0,1,US,English,293.1,Visa,Credit Card,USD,True,365D100P_100P,False,,,,,,,,,802,,,2783
6345670821267193332,2018-07-25 16:41:00,2018-08-10 00:00:00,2018-08-14 00:00:00,149472,NL,2013-11-18 16:19:00,3.0,Hotel,Pay Later,6534960316650430030,Japan,0,Japan,1,0,0,1,JP,Japanese,384.59,MasterCard,Credit Card,JPY,False,3D1N_100P,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2820,,,1679
2057314354587752631,2018-05-08 04:49:00,2018-08-29 00:00:00,2018-09-01 00:00:00,3093357,IN,2017-11-02 13:27:00,2.0,Hotel,Pay Now,4480781023907620002,India,0,India,2,0,0,1,IN,English / United Kingdom,11.17,UNKNOWN,Credit Card,INR,True,7D100P,True,,,,,,,,2018-05-09,5418,,,1853
334877389323751955,2018-09-19 21:55:00,2018-09-20 00:00:00,2018-09-23 00:00:00,126772,GB,2015-01-14 18:28:00,3.0,Guest House / Bed & Breakfast,Pay Now,2753842375006270039,Australia,0,Australia,1,0,0,1,GB,English / United Kingdom,271.37,Visa,Credit Card,AUD,False,60D50P_7D100P_100P,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,4321,,,2782
3090157776475035474,2018-08-05 16:59:00,2018-08-05 00:00:00,2018-08-07 00:00:00,2464821,US,2018-04-17 04:24:00,2.0,Hotel,Pay Now,8984845317245910016,China,0,United States,1,2,0,1,US,English,233.58,Visa,Credit Card,CNY,True,1D1N_1N,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,5665,,,527
1664121839067364435,2018-08-13 07:53:00,2018-08-13 00:00:00,2018-08-14 00:00:00,1879,AU,2009-06-28 02:02:00,4.0,Hotel,Pay Now,2172620776319090039,Australia,0,Australia,2,0,0,1,AU,English,113.82,MasterCard,Credit Card,AUD,False,2D1N_100P,False,,,,,,,,,4062,902.0,600.0,336
1029089983427391302,2018-08-01 15:30:00,2018-08-14 00:00:00,2018-08-16 00:00:00,2614882,VN,2017-08-15 09:37:00,5.0,Hotel,Pay Now,2910586095155600085,Thailand,1,Thailand,2,0,0,2,TH,Japanese,338.24,Visa,Credit Card,THB,True,365D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2894,762.0,99.0,1354
1150852972357800657,2018-07-26 16:59:00,2018-09-08 00:00:00,2018-09-11 00:00:00,445115,PL,2013-07-11 10:05:00,1.0,Hotel,Pay Later,2788733084406600062,Sweden,0,Sweden,2,0,0,1,SE,Swedish,159.98,MasterCard,Credit Card,SEK,False,1D1N_1N,True,,,,,,,,2018-08-04,5764,128.0,25.0,2800
-7318206726186612831,2018-09-09 12:12:00,2018-09-23 00:00:00,2018-09-24 00:00:00,1620318,TW,2016-11-15 11:53:00,4.0,Hotel,Pay Now,6966247472692330030,China,0,China,2,0,0,1,SG,English,132.25,MasterCard,Credit Card,SGD,True,365D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,186,410.0,55.0,162
-7941534653711068891,2018-07-27 23:24:00,2018-07-28 00:00:00,2018-07-30 00:00:00,3849598,TH,2017-12-30 09:38:00,3.0,Guest House / Bed & Breakfast,Pay Now,1512035595091440080,Thailand,0,Thailand,2,0,0,1,TH,Thai,85.32,Visa,Credit Card,THB,True,1D1N_1N,False,,,,,,,,,3192,,,627
-3052644001482973279,2018-05-26 21:17:00,2018-08-06 00:00:00,2018-08-08 00:00:00,280362,JP,2011-07-12 07:28:00,2.5,Hotel,Pay Later,738022204900510089,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,151.06,Visa,Credit Card,TWD,True,3D1N_1N,False,,,,,,,,2018-08-02,104,,,2187
8819918233187790295,2018-08-25 17:33:00,2018-09-06 00:00:00,2018-09-07 00:00:00,906321,BH,2015-06-03 12:57:00,4.0,Serviced Apartment,Pay Later,4023375669471590059,Saudi Arabia,0,Saudi Arabia,2,0,0,1,SA,English,90.37,MasterCard,Credit Card,SAR,True,1D1N_1N,False,,,,,,,,2018-08-29,5440,,,499
8131888758917059786,2018-08-31 13:46:00,2018-08-31 00:00:00,2018-09-01 00:00:00,4959576,ID,2018-05-08 16:58:00,2.0,Hotel,Pay Now,3588772838352890083,Indonesia,1,Indonesia,2,0,0,1,ID,Indonesian,13.44,Indomaret,Credit Card,IDR,True,1D1N_1N,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,5571,745.0,94.0,88
-2788441697030725122,2018-04-19 19:25:00,2018-08-05 00:00:00,2018-08-09 00:00:00,276695,PH,2011-06-29 10:59:00,3.0,Resort,Pay Later,3238049288854010037,Germany,0,Germany,2,0,0,1,DE,English,271.4,Visa,Credit Card,PHP,False,7D100P_100P,False,,,,,,,,2018-06-24,5222,,,1405
-4873545494691128902,2018-05-13 20:41:00,2018-09-27 00:00:00,2018-09-28 00:00:00,1692159,BO,2016-12-21 10:29:00,3.0,Hotel,Pay Now,7351353754290820045,South Korea,0,South Korea,2,0,0,1,KR,Korean,37.0,UNKNOWN,Credit Card,USD,True,2D100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-28,3048,,,516
9106416739972637266,2018-08-01 18:51:00,2018-08-21 00:00:00,2018-08-22 00:00:00,187067,KR,2011-01-18 07:31:00,5.0,Hotel,Pay Later,5893480597895680031,South Korea,0,South Korea,3,0,0,1,KR,Korean,86.27,Visa,Credit Card,KRW,True,3D1N_1N,False,,,,,,,,2018-08-03,3274,,,2291
-7852996165549798839,2018-07-24 12:37:00,2018-08-10 00:00:00,2018-08-11 00:00:00,773905,PH,2015-01-09 09:28:00,5.0,Hotel,Pay Now,8165680700739520044,South Korea,0,South Korea,2,0,0,1,KR,Korean,228.81,MasterCard,Credit Card,KRW,False,365D100P_100P,True,,,,,,,,,2647,,,2310
4130405475952608839,2018-05-29 17:51:00,2018-09-13 00:00:00,2018-09-15 00:00:00,1620721,KR,2016-11-09 16:19:00,4.0,Hotel,Pay Later,6946675050319740003,Japan,0,Japan,2,0,0,1,JP,Japanese,153.05,MasterCard,Credit Card,JPY,True,3D100P_1N,False,,,,,,,,,1732,,,2799
6652623164191398480,2018-07-11 16:22:00,2018-07-31 00:00:00,2018-08-01 00:00:00,877085,JP,2015-05-27 09:55:00,2.0,Hostel,Pay Later,989627699560000000,South Korea,0,South Korea,1,0,0,1,JP,Korean,25.34,Visa,Credit Card,USD,True,3D100P_100P,False,,,,,,,,2018-07-21,3950,,,220
3074669195231903160,2018-09-25 13:44:00,2018-09-27 00:00:00,2018-09-28 00:00:00,75041,ID,2011-02-04 11:27:00,5.0,Hotel,Pay Now,6537768206387850081,Indonesia,1,Indonesia,4,0,0,2,ID,Indonesian,179.88,MasterCard,Credit Card,IDR,False,1D1N_1N,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2714,,,2721
-5923057579635807422,2018-07-25 10:55:00,2018-09-24 00:00:00,2018-09-25 00:00:00,433385,TW,2013-02-09 13:48:00,3.0,Hotel,Pay Now,5148392270421090098,Thailand,0,Thailand,2,0,0,1,TH,Thai,42.82,MasterCard,Credit Card,THB,True,365D100P_100P,False,,,,,,,,,843,,,2162
-7824448663177630482,2018-08-19 21:34:00,2018-08-19 00:00:00,2018-08-21 00:00:00,1994620,KR,2017-03-06 09:26:00,1.5,Guest House / Bed & Breakfast,Pay Now,2345972369394660052,South Korea,0,South Korea,2,0,0,1,KR,Korean,102.62,MasterCard,Credit Card,KRW,True,4D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2138,,,2255
-7907441047694070540,2018-07-13 22:31:00,2018-07-16 00:00:00,2018-07-19 00:00:00,3068617,TW,2017-11-02 11:48:00,3.0,Hotel,Pay Now,5558035318307490092,Malaysia,0,Malaysia,2,0,0,1,MY,T. Chinese / Taiwan,128.98,Visa,Credit Card,MYR,True,4D100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1319,,,162
-3430551997115843130,2018-05-23 19:26:00,2018-08-05 00:00:00,2018-08-06 00:00:00,104996,TW,2011-03-23 07:20:00,5.0,Hotel,Pay Later,4402221286404910002,Taiwan,0,Taiwan,3,0,0,1,TW,T. Chinese / Taiwan,501.86,Visa,Credit Card,TWD,True,3D50P_100P,False,,,,,,,,,2016,,,2633
-6157355301641801463,2018-09-07 08:29:00,2018-09-08 00:00:00,2018-09-12 00:00:00,1764308,KR,2017-01-06 08:25:00,3.0,Hotel,Pay Now,1202473059238330059,South Korea,0,South Korea,2,0,0,1,KR,Korean,284.59,MasterCard,Credit Card,KRW,False,1D1N_1N,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3396,,,2799
-3007252762755069866,2018-08-11 19:00:00,2018-08-14 00:00:00,2018-08-15 00:00:00,2005784,KR,2017-02-22 09:20:00,4.0,Hotel,Pay Now,6225670498610860001,South Korea,0,South Korea,2,0,0,1,KR,Korean,66.52,MasterCard,Credit Card,KRW,False,2D50P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,5257,,,2733
-6769222061365897982,2018-09-15 10:51:00,2018-09-18 00:00:00,2018-09-20 00:00:00,871262,TH,2015-06-09 16:42:00,2.5,Hostel,Pay Now,7948827697137360017,UNKNOWN,0,Vietnam,1,0,0,1,VN,Vietnamese,20.82,Visa,Credit Card,VND,True,365D100P_100P,True,,,,,,,,,1703,,,2477
-7478283132662825946,2018-08-14 15:32:00,2018-08-16 00:00:00,2018-08-26 00:00:00,1150374,TH,2016-02-25 15:44:00,3.0,Serviced Apartment,Pay Now,2457134307520910097,Thailand,1,South Korea,2,0,0,1,TH,Thai,269.8,Visa,Credit Card,THB,False,3D1N_100P,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-08-14,3747,,,2477
-1941276537356154960,2018-08-30 16:07:00,2018-09-01 00:00:00,2018-09-02 00:00:00,239526,MY,2010-10-29 07:11:00,2.0,Hotel,Pay Now,6419396785486430097,Malaysia,0,Malaysia,2,0,0,1,MY,English,11.99,MasterCard,Credit Card,MYR,False,1D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2320,,,2631
-5473392929108859429,2018-07-03 20:56:00,2018-07-17 00:00:00,2018-07-21 00:00:00,4935017,RU,2018-04-23 16:01:00,4.0,Apartment,Pay Later,5078541496475010069,South Korea,0,South Korea,2,0,0,1,KR,Korean,251.16,MasterCard,Credit Card,KRW,True,5D100P_100P,False,,,,,,,,2018-07-04,346,,,855
-1726161515465647684,2018-08-23 05:38:00,2018-09-01 00:00:00,2018-09-02 00:00:00,3506924,JP,2017-11-21 12:14:00,3.0,Hotel,Pay Now,2028196824168380027,Japan,0,Japan,1,0,0,1,JP,Japanese,90.72,JCB,Credit Card,JPY,True,1D1N_1N,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2896,,587.0,2723
-4817405027146586013,2018-09-04 10:05:00,2018-09-07 00:00:00,2018-09-08 00:00:00,3130788,CN,2017-11-06 16:39:00,5.0,Hotel,Pay Now,437861390872600015,Singapore,1,Singapore,6,0,0,2,SG,English,166.66,Visa,Credit Card,SGD,True,0D0N,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,177,323.0,55.0,1141
2249493985727023897,2018-09-28 12:15:00,2018-09-28 00:00:00,2018-09-29 00:00:00,52170,TH,2009-06-28 02:02:00,3.0,Hotel,Pay Now,9037484515506180066,Japan,0,Japan,2,0,0,1,TH,Japanese,15.23,Visa,Credit Card,JPY,True,365D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2213,749.0,650.0,447
-7967837153673244104,2018-03-31 21:33:00,2018-08-16 00:00:00,2018-08-17 00:00:00,872743,JP,2015-04-01 07:05:00,5.0,Hotel,Pay Now,8507722893881500059,Taiwan,1,Taiwan,2,1,0,1,TW,T. Chinese / Taiwan,408.14,Visa,Credit Card,TWD,True,1D20P_100P,False,,,,,,,,,104,856.0,86.0,2187
9019603654048550962,2018-06-20 21:28:00,2018-08-23 00:00:00,2018-08-27 00:00:00,2420969,JP,2017-06-29 03:51:00,3.0,Hotel,Pay Now,7494063370058740045,Taiwan,0,Taiwan,1,0,0,1,TW,T. Chinese / Taiwan,488.85,Visa,Credit Card,TWD,True,1D50P_100P,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2267,656.0,233.0,1403
-3735981923943180115,2018-08-22 13:46:00,2018-09-04 00:00:00,2018-09-07 00:00:00,1176744,AU,2016-04-01 08:11:00,4.0,Hotel,Pay Later,2278775982071090093,Australia,0,Australia,2,0,0,1,AU,English,264.25,MasterCard,Credit Card,AUD,True,3D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,4025,124.0,679.0,1584
-8131465062553984454,2018-07-11 13:09:00,2018-07-11 00:00:00,2018-07-12 00:00:00,502029,TH,2013-07-30 11:55:00,2.0,Hostel,Pay Now,6069170479135650023,Taiwan,1,Myanmar,1,0,0,1,MM,S.Chinese / Mainland,4.18,Visa,Credit Card,TWD,True,1D1N_1N,False,,,,,,,,,3747,,,2477
-5206220041670899477,2018-01-15 21:29:00,2018-07-01 00:00:00,2018-07-06 00:00:00,10466,MY,2015-02-18 08:04:00,4.0,Resort,Pay Now,995451186951920069,Hong Kong,0,Hong Kong,2,0,0,1,HK,English,791.45,American Express,Credit Card,HKD,True,1D1N_1N,False,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,5465,415.0,291.0,407
-2214352693631617497,2018-06-25 21:37:00,2018-07-07 00:00:00,2018-07-08 00:00:00,2090336,TH,2017-03-16 14:23:00,2.0,Hotel,Pay Later,5056471146342400027,Thailand,0,Thailand,2,0,0,1,TH,Thai,16.39,Visa,Credit Card,THB,True,1D1N_1N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2590,606.0,382.0,17
5009411070964625342,2018-06-11 23:25:00,2018-08-11 00:00:00,2018-08-12 00:00:00,928024,TW,2015-05-25 13:46:00,5.0,Hotel,Pay Now,1639176108833580059,Taiwan,0,Taiwan,2,1,0,1,TW,English,217.62,Visa,Credit Card,TWD,True,365D100P_100P,False,,,,,,,,,3127,141.0,55.0,162
-6237507089601860429,2018-08-07 12:30:00,2018-08-10 00:00:00,2018-08-13 00:00:00,10372,ID,2014-06-12 08:05:00,4.0,Resort,Pay Now,4201952545381520068,United Kingdom,1,United Kingdom,2,0,0,1,ID,English / United Kingdom,539.22,Visa,Credit Card,GBP,False,7D1N_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2229,902.0,600.0,2783
-1615243819599043856,2018-06-28 17:38:00,2018-09-02 00:00:00,2018-09-03 00:00:00,564767,TH,2014-01-22 13:07:00,3.0,Hotel,Pay Later,3251341951649520016,Thailand,0,Thailand,4,0,0,2,TH,Thai,54.2,MasterCard,Credit Card,THB,True,1D1N_1N,False,,,,,,,,2018-07-08,509,,,1636
-2789720476065574034,2018-08-15 17:02:00,2018-09-08 00:00:00,2018-09-09 00:00:00,292496,ID,2014-10-01 08:04:00,4.0,Resort,Pay Now,395223848036670095,Timor-Leste,1,Philippines,2,0,0,1,TL,English,40.16,MasterCard,Credit Card,SGD,True,365D100P_100P,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2229,,,1816
5098785468284926587,2018-07-03 20:48:00,2018-07-04 00:00:00,2018-07-05 00:00:00,460466,TH,2013-04-22 17:41:00,3.0,Hotel,Pay Now,2221608011519350097,China,1,China,2,0,0,1,CN,S.Chinese / Mainland,26.8,UNKNOWN,Invoice,CNY,False,365D100P_100P,False,,,,,,,,,3960,,,1636
-8438632214672928440,2018-06-15 17:41:00,2018-08-05 00:00:00,2018-08-13 00:00:00,1365387,TH,2016-08-31 13:41:00,2.0,Bungalow,Pay Later,8234558759704870098,Italy,0,Italy,2,0,0,1,GB,English,150.16,American Express,Credit Card,EUR,True,3D1N_100P,False,,,,,,,,,5449,,,1241
-3228804135710433741,2018-08-22 23:40:00,2018-08-25 00:00:00,2018-08-26 00:00:00,271712,JP,2011-06-10 08:01:00,3.0,Hotel,Pay Now,8732880274495700052,Japan,0,Japan,2,0,0,1,JP,Japanese,190.71,MasterCard,Credit Card,JPY,False,1D1N_1N,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3053,665.0,149.0,1403
2156890822447778926,2018-08-23 12:15:00,2018-09-11 00:00:00,2018-09-12 00:00:00,3302179,HK,2017-11-09 17:41:00,4.0,Hotel,Pay Now,496072439573690017,Philippines,0,Philippines,2,0,0,1,PH,S.Chinese / Mainland,95.54,Visa,Credit Card,PHP,True,2D100P,False,,,,,,,,,2908,340.0,132.0,142
-6683510752635316707,2018-04-24 19:03:00,2018-09-08 00:00:00,2018-09-11 00:00:00,286048,TH,2011-09-05 17:12:00,4.5,Serviced Apartment,Pay Later,970906064078410003,Malaysia,1,Malaysia,2,0,0,1,MY,English,142.5,Visa,Credit Card,MYR,True,21D100P_100P,False,,,,,,,,2018-08-16,5037,,,2477
4046903615361217926,2018-05-05 10:10:00,2018-08-05 00:00:00,2018-08-06 00:00:00,574301,TW,2014-03-17 17:24:00,4.0,Hotel,Pay Later,5501806066780850072,United States of America,0,United States,4,0,0,2,US,English,217.1,American Express,Credit Card,USD,False,1D1N_1N,True,,,,,,,,2018-05-05,5250,,,2162
