h_booking_id,booking_datetime,checkin_date,checkout_date,hotel_id,hotel_country_code,hotel_live_date,hotel_star_rating,accommadation_type_name,charge_option,h_customer_id,customer_nationality,guest_is_not_the_customer,guest_nationality_country_name,no_of_adults,no_of_children,no_of_extra_bed,no_of_room,origin_country_code,language,original_selling_amount,original_payment_method,original_payment_type,original_payment_currency,is_user_logged_in,cancellation_policy_code,is_first_booking,request_nonesmoke,request_latecheckin,request_highfloor,request_largebed,request_twinbeds,request_airport,request_earlycheckin,cancellation_datetime,hotel_area_code,hotel_brand_code,hotel_chain_code,hotel_city_code
8823631966091804839,2018-09-10 18:49:00,2018-09-26 00:00:00,2018-09-28 00:00:00,323143,RU,2014-06-13 21:05:00,3.0,Hotel,Pay Later,6846504895467880035,South Korea,0,South Korea,2,0,0,1,KR,Korean,195.9,MasterCard,Credit Card,KRW,True,1D1N_1N,False,,,,,,,,2018-09-10,2783,602.0,550.0,855
7366075017569276204,2018-03-24 17:01:00,2018-08-27 00:00:00,2018-08-28 00:00:00,1083463,JP,2015-10-23 15:25:00,3.5,Hotel,Pay Later,6185652667253110090,Japan,0,Japan,2,2,0,1,HK,Japanese,234.54,MasterCard,Credit Card,HKD,True,2D50P_100P,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,536,,,1403
6493693642411300137,2018-08-15 11:10:00,2018-09-15 00:00:00,2018-09-16 00:00:00,1624261,MY,2016-12-16 15:48:00,5.0,Hotel,Pay Now,6375476707047140076,Singapore,0,Singapore,2,0,0,1,SG,English,76.77,Visa,Credit Card,SGD,True,365D100P_100P,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4364,254.0,317.0,1315
-3837672614448417164,2018-08-31 10:35:00,2018-09-24 00:00:00,2018-09-25 00:00:00,616467,GB,2014-04-01 16:17:00,0.0,Guest House / Bed & Breakfast,Pay Now,621675827963210049,Hong Kong,0,Hong Kong,3,0,0,1,HK,T.Chinese / Hongkong,117.07,American Express,Credit Card,HKD,True,1D100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-06,5139,,,2106
-1876248882649627728,2018-07-27 22:36:00,2018-07-27 00:00:00,2018-07-28 00:00:00,338076,ID,2012-07-02 17:34:00,2.0,Hotel,Pay Now,1387650856729990083,Indonesia,0,Indonesia,2,0,0,1,ID,Indonesian,15.58,Indomaret,Credit Card,IDR,True,365D100P_100P,False,,,,,,,,,744,,,88
-6776923815433732739,2018-09-09 06:59:00,2018-09-09 00:00:00,2018-09-10 00:00:00,272552,HK,2011-06-14 18:09:00,3.5,Hotel,Pay Now,7746557469464240013,China,0,China,2,0,0,1,CN,S.Chinese / Mainland,42.29,UNKNOWN,Invoice,CNY,False,365D100P_100P,False,,,,,,,,,1931,253.0,296.0,142
2905496391389269104,2018-05-24 19:50:00,2018-07-31 00:00:00,2018-08-02 00:00:00,1972271,TW,2017-01-27 21:19:00,0.0,Hotel,Pay Now,-4833515574538790000,Hong Kong,0,Hong Kong,4,0,0,1,HK,T.Chinese / Hongkong,153.42,UNKNOWN,Credit Card,HKD,False,7D100P_100P,False,,,,,,,,,3342,,,1952
-4367016184617331851,2018-07-14 14:00:00,2018-07-14 00:00:00,2018-07-15 00:00:00,4859870,VN,2018-05-23 12:17:00,4.0,Hotel,Pay Now,1219916235708050049,Thailand,0,Thailand,2,0,0,1,VN,English,29.53,Visa,Credit Card,THB,False,365D100P_100P,False,,,,,,,,,4412,,,2659
401967411459385233,2018-06-27 08:10:00,2018-08-22 00:00:00,2018-08-23 00:00:00,4823418,CH,2018-03-25 21:21:00,3.0,Hotel,Pay Now,1641878980269340015,United States of America,0,United States,2,0,0,1,US,English,203.59,Visa,Credit Card,USD,False,57D100P_100P,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,2131,,,2654
-8546539259219528864,2018-07-17 07:05:00,2018-07-24 00:00:00,2018-07-25 00:00:00,3083081,JP,2017-11-02 12:49:00,1.0,Guest House / Bed & Breakfast,Pay Now,989627699560000000,South Korea,0,South Korea,1,0,0,1,JP,Korean,13.35,Visa,Credit Card,USD,True,8D100P,False,,,,,,,,2018-07-17,3950,,,220
-7177677062285913415,2018-07-29 22:48:00,2018-08-27 00:00:00,2018-08-29 00:00:00,2378897,TH,2017-06-17 05:45:00,5.0,Resort,Pay Now,447942120646830017,Hong Kong,0,Hong Kong,3,1,0,1,HK,T.Chinese / Hongkong,254.72,Visa,Credit Card,HKD,False,30D100P,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,2748,802.0,55.0,447
-675295938700336014,2018-09-10 22:52:00,2018-09-12 00:00:00,2018-09-14 00:00:00,295360,MY,2012-01-13 09:51:00,1.5,Bungalow,Pay Now,696747032454410000,France,0,France,2,0,0,1,MY,French,43.52,Visa,Credit Card,EUR,False,1D100P_100P,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3726,,,249
-1758058187241409534,2018-08-25 14:25:00,2018-09-05 00:00:00,2018-09-08 00:00:00,3578617,JP,2017-12-01 16:23:00,2.0,Hotel,Pay Later,5691405879453620078,Hong Kong,0,Hong Kong,1,0,0,1,HK,T.Chinese / Hongkong,49.87,MasterCard,Credit Card,HKD,True,1D50P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-31,3950,,,220
-3652939371733821728,2018-05-26 16:30:00,2018-08-30 00:00:00,2018-08-31 00:00:00,4850893,ID,2018-04-30 11:18:00,3.0,Hotel,Pay Later,6106207850417160089,Germany,0,Germany,2,0,0,1,DE,German,23.1,MasterCard,Credit Card,EUR,True,1D1N_1N,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-08-16,5239,,,88
6978927518785893863,2018-09-08 12:30:00,2018-09-08 00:00:00,2018-09-09 00:00:00,1527376,TW,2016-09-30 00:09:00,0.0,Hotel,Pay Now,2262206020907130004,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,45.45,UNKNOWN,Credit Card,TWD,True,365D30P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,5208,,,2004
9216206662225592776,2018-07-28 06:28:00,2018-08-16 00:00:00,2018-08-17 00:00:00,1400329,ID,2016-10-11 16:04:00,5.0,Hotel,Pay Later,4133042533401020028,UNKNOWN,0,Saudi Arabia,2,0,0,1,SA,English,118.43,Visa,Credit Card,SAR,True,1D1N_1N,True,,,,,,,,,1052,,,1244
-3886722111514233842,2018-04-15 22:20:00,2018-07-15 00:00:00,2018-07-20 00:00:00,4128776,JP,2018-01-05 14:47:00,2.0,Capsule Hotel,Pay Later,6754714678033050058,Russia,0,Russia,1,0,0,1,RU,Russian,306.05,MasterCard,Credit Card,RUB,True,1D100P_100P,False,,,,,,,,2018-04-17,3053,,,1403
3361259262464295809,2018-07-05 12:52:00,2018-07-07 00:00:00,2018-07-09 00:00:00,260823,TH,2011-04-05 18:06:00,3.0,Hotel,Pay Now,1536543213600360059,Cambodia,0,Cambodia,3,1,0,2,KH,English,58.2,MasterCard,Credit Card,USD,False,3D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,654,,,406
4938877797601102722,2018-07-25 14:39:00,2018-08-02 00:00:00,2018-08-05 00:00:00,2672007,PH,2017-08-31 08:07:00,3.0,Hotel,Pay Now,6639275714129730010,Japan,1,Japan,2,0,0,1,JP,Japanese,170.82,Visa,Credit Card,JPY,True,3D100P,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-07-25,674,,,2310
-8233693344914133220,2018-07-18 03:07:00,2018-08-12 00:00:00,2018-08-15 00:00:00,1673968,TH,2016-12-20 21:28:00,3.0,Hostel,Pay Now,4369394342055680060,Indonesia,0,Indonesia,3,0,0,1,ID,English,100.83,Visa,Credit Card,IDR,True,0D0N,False,,,,,,,,2018-08-01,4785,,,2477
7306224905292211496,2018-07-19 10:39:00,2018-07-19 00:00:00,2018-07-20 00:00:00,738638,MY,2014-10-03 11:09:00,2.0,Guest House / Bed & Breakfast,Pay Now,5428420087231620041,Japan,0,Japan,1,0,0,1,MY,Japanese,7.0,UNKNOWN,Credit Card,MYR,True,1D1N_1N,False,,,,,,,,,1930,,,2797
-8262155014685942862,2018-09-19 14:52:00,2018-09-19 00:00:00,2018-09-20 00:00:00,920828,MY,2015-05-07 11:37:00,1.0,Hotel,Pay Now,4325493827705690098,Malaysia,0,Malaysia,2,0,0,1,MY,English,20.48,American Express,Credit Card,MYR,True,365D100P_100P,False,,,,,,,,,5137,,,2797
8398438241875899285,2018-05-23 17:00:00,2018-07-25 00:00:00,2018-07-28 00:00:00,488305,JP,2013-07-12 10:06:00,3.5,Hotel,Pay Later,5622784796340120025,Taiwan,0,Taiwan,1,0,0,1,TW,T. Chinese / Taiwan,547.23,MasterCard,Credit Card,TWD,True,1D50P_100P,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2018-05-26,643,918.0,587.0,2249
8195123245808940887,2018-07-18 15:11:00,2018-08-09 00:00:00,2018-08-10 00:00:00,9332,IN,2012-05-19 10:04:00,5.0,Hotel,Pay Later,3070936092597310026,China,0,China,1,0,0,1,CN,S.Chinese / Mainland,103.01,Visa,Credit Card,CNY,True,1D1N_1N,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-07-19,5169,824.0,596.0,130
-3577757244940174272,2018-07-04 01:32:00,2018-09-05 00:00:00,2018-09-12 00:00:00,174213,US,2014-03-05 00:08:00,4.0,Hotel,Pay Later,6674833110214470089,United States of America,0,United States,2,0,0,1,US,English,2669.39,Visa,Credit Card,USD,False,3D1N_1N,True,,,,,,,,,3038,,,1936
2118293361859254201,2018-08-21 17:28:00,2018-08-24 00:00:00,2018-08-25 00:00:00,247812,HK,2011-12-16 10:03:00,3.5,Hotel,Pay Now,6554034241399650047,UNKNOWN,1,Thailand,4,0,0,2,TH,Thai,234.44,Visa,Credit Card,THB,True,365D100P_100P,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1289,,,142
4527755781443157013,2018-08-02 21:42:00,2018-08-31 00:00:00,2018-09-02 00:00:00,862594,MY,2015-02-13 15:45:00,3.0,Hotel,Pay Later,200523735888700060,Malaysia,1,Malaysia,2,0,0,1,MY,English / Singapore,108.98,MasterCard,Credit Card,MYR,False,3D1N_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-08-04,4831,218.0,536.0,407
-4647818796561767732,2018-08-19 22:58:00,2018-09-12 00:00:00,2018-09-13 00:00:00,237197,CN,2010-09-17 07:07:00,4.0,Hotel,Pay Now,2423369790145220012,Malaysia,0,Malaysia,2,0,0,1,MY,English,42.54,MasterCard,Credit Card,MYR,True,365D100P_100P,False,,,,,,,,,839,50.0,675.0,385
-2956686875192374449,2018-08-22 19:48:00,2018-09-10 00:00:00,2018-09-12 00:00:00,302266,JP,2015-05-11 17:47:00,4.0,Hotel,Pay Now,7803781063246110092,South Korea,0,South Korea,2,0,0,1,KR,Korean,90.56,MasterCard,Credit Card,KRW,True,365D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,5069,526.0,75.0,122
8025463896065380355,2018-08-06 12:27:00,2018-09-01 00:00:00,2018-09-02 00:00:00,544916,KR,2013-10-29 08:33:00,1.5,Hostel,Pay Later,4974816545273930008,Hong Kong,0,Hong Kong,3,0,0,1,HK,T.Chinese / Hongkong,77.49,Visa,Credit Card,HKD,True,14D100P_100P,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,3612,,,2799
2965918480415074199,2018-09-15 19:47:00,2018-09-16 00:00:00,2018-09-17 00:00:00,929466,TW,2015-06-01 10:53:00,3.0,Hotel,Pay Now,2065282121730610062,Taiwan,1,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,44.18,Visa,Credit Card,TWD,False,365D100P_100P,False,,,,,,,,,4398,,,2162
9200973685200554636,2018-06-29 09:28:00,2018-07-20 00:00:00,2018-07-21 00:00:00,1239350,MY,2016-06-14 11:07:00,4.0,Hotel,Pay Now,7118814672418420021,Malaysia,1,Malaysia,6,0,0,1,MY,English / United Kingdom,90.61,RHB Now,Credit Card,MYR,False,365D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,5725,,,2240
-1341844753205255333,2018-07-11 14:51:00,2018-08-16 00:00:00,2018-08-18 00:00:00,3008231,VN,2017-10-25 11:50:00,2.5,Hotel,Pay Now,2798754768402300000,Australia,0,Australia,2,0,0,1,AU,English,66.02,Visa,Credit Card,AUD,True,3D100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-07-12,5567,,,2561
-4752654498758589094,2018-07-08 16:40:00,2018-07-09 00:00:00,2018-07-10 00:00:00,5221020,CN,2018-06-26 19:56:00,4.5,Hotel,Pay Now,9146727023274640084,South Korea,0,South Korea,2,0,0,2,KR,Korean,157.96,Visa,Credit Card,KRW,False,3D100P_100P,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1144,593.0,296.0,431
4270002080050704918,2018-02-18 16:27:00,2018-08-17 00:00:00,2018-08-19 00:00:00,3273463,GB,2017-11-09 10:08:00,5.0,Hotel,Pay Now,5077151261145450094,Australia,0,Australia,2,0,0,1,AU,English / Australia,455.81,MasterCard,Credit Card,AUD,False,UNKNOWN,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,930,334.0,537.0,2538
4392491873982444388,2018-07-20 20:28:00,2018-07-21 00:00:00,2018-07-22 00:00:00,4557326,ES,2018-02-25 06:33:00,0.0,Hostel,Pay Now,3322875322941520059,Japan,0,Japan,1,0,0,1,GB,Japanese,18.57,Visa,Credit Card,JPY,False,2D100P,True,,,,,,,,,4108,,,605
-9055859849435343155,2018-06-04 18:48:00,2018-07-26 00:00:00,2018-07-29 00:00:00,570493,KR,2014-03-13 08:33:00,1.5,Hostel,Pay Later,8759325109797850030,Thailand,0,Thailand,6,0,0,3,TH,Thai,550.56,Visa,Credit Card,THB,False,14D1N_7D50P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,4371,,,2799
-1842488376904148310,2018-04-12 23:14:00,2018-07-02 00:00:00,2018-07-04 00:00:00,127034,GB,2015-01-07 08:04:00,3.0,Hotel,Pay Later,3776704775276500006,Indonesia,0,Indonesia,6,1,0,3,ID,Indonesian,561.9,Visa,Credit Card,IDR,False,1D1N_1N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-29,2017,50.0,675.0,2538
-5688851547204293414,2018-08-17 14:28:00,2018-08-21 00:00:00,2018-08-22 00:00:00,4497172,PH,2018-02-19 14:53:00,3.0,Hotel,Pay Now,9087164688967540025,Malaysia,1,Malaysia,4,0,0,2,MY,English,54.12,Visa,Credit Card,MYR,False,365D100P_100P,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,5001,177.0,207.0,2310
-5328316235285313543,2018-08-06 10:24:00,2018-09-10 00:00:00,2018-09-12 00:00:00,542490,TH,2013-10-21 14:16:00,3.0,Hotel,Pay Now,2411577993488670095,Malaysia,1,Malaysia,4,0,0,2,MY,English,128.0,MasterCard,Credit Card,MYR,True,365D100P_100P,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5891,,,2477
-3839891591248494081,2018-02-15 20:46:00,2018-08-31 00:00:00,2018-09-02 00:00:00,3514047,TH,2017-11-21 09:08:00,0.0,Hotel,Pay Now,6031336849342040084,Thailand,0,Thailand,1,0,0,1,TH,Thai,86.11,Visa,Credit Card,THB,False,UNKNOWN,False,,,,,,,,2018-02-15,480,,,911
-8028397899720129964,2018-07-29 16:23:00,2018-07-30 00:00:00,2018-07-31 00:00:00,3018026,IN,2017-10-30 06:44:00,0.0,Guest House / Bed & Breakfast,Pay Now,6426473217352640011,Japan,0,Japan,1,0,0,1,IN,Japanese,9.47,UNKNOWN,Credit Card,JPY,False,2D100P,False,,,,,,,,,4832,,,1334
-3936918094645865833,2018-07-18 08:03:00,2018-07-20 00:00:00,2018-07-21 00:00:00,460455,MY,2013-04-22 16:42:00,1.0,Hotel,Pay Now,9000222956875260076,Malaysia,1,Malaysia,2,0,0,1,MY,English,17.82,MasterCard,Credit Card,MYR,False,1D1N_1N,False,,,,,,,,,2171,,,140
7661442240948877036,2018-05-27 09:10:00,2018-07-29 00:00:00,2018-08-02 00:00:00,187085,JP,2010-07-01 07:38:00,3.5,Hotel,Pay Later,1928354450691580027,Thailand,0,Thailand,4,0,0,2,TH,English,850.36,JCB,Credit Card,THB,True,3D100P_100P,False,,,,,,,,,3760,453.0,359.0,2260
3025848501174483809,2018-09-19 20:42:00,2018-09-29 00:00:00,2018-09-30 00:00:00,267719,CN,2011-05-24 09:14:00,4.0,Hotel,Pay Later,5576896798564850091,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,70.45,MasterCard,Credit Card,TWD,True,1D1N_1N,False,,,,,,,,,5669,,,431
1167290769383488837,2018-06-24 19:53:00,2018-07-07 00:00:00,2018-07-10 00:00:00,65414,CN,2009-09-01 12:25:00,5.0,Hotel,Pay Now,8084121810205450099,Indonesia,0,Indonesia,3,0,0,2,SG,English,519.16,Visa,Credit Card,SGD,True,365D100P_100P,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4368,349.0,1.0,472
6755846311694049060,2018-06-11 20:39:00,2018-07-01 00:00:00,2018-07-05 00:00:00,2284811,JP,2017-05-29 07:06:00,3.5,Hotel,Pay Later,6269787295886260067,Hong Kong,0,Hong Kong,2,2,0,1,HK,T.Chinese / Hongkong,668.7,Visa,Credit Card,HKD,True,1D50P_100P,False,,,,,,,,2018-06-12,643,578.0,498.0,2249
-2427132277930661731,2018-05-13 17:39:00,2018-07-08 00:00:00,2018-07-12 00:00:00,2373543,GU,2017-06-13 20:35:00,4.0,Resort,Pay Now,302846526484620094,South Korea,1,South Korea,4,0,0,1,KR,Korean,595.28,MasterCard,Credit Card,KRW,True,4D100P_100P,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-05-14,5610,,,1676
8381371750133737403,2018-06-25 03:03:00,2018-07-17 00:00:00,2018-07-22 00:00:00,10685,TH,2009-06-28 02:02:00,4.5,Hotel,Pay Later,5719572635965640064,Pakistan,1,Pakistan,2,0,0,1,PK,English,204.5,Visa,Credit Card,PKR,True,3D1N_100P,False,,,,,,,,2018-06-25,2964,,,2477
6850754402442007322,2018-09-12 23:04:00,2018-09-15 00:00:00,2018-09-16 00:00:00,1200418,TH,2016-05-28 07:07:00,2.5,Hotel,Pay Now,8756825480822410042,Thailand,1,Thailand,2,1,0,1,TH,Thai,24.85,KTB,Credit Card,THB,False,365D100P_100P,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2602,,,1436
-4262878720415399312,2018-07-24 02:10:00,2018-07-24 00:00:00,2018-07-25 00:00:00,4261472,TH,2018-01-19 10:20:00,2.0,Hostel,Pay Now,6069170479135650023,Taiwan,1,Myanmar,1,0,0,1,TH,S.Chinese / Mainland,4.87,Visa,Credit Card,TWD,True,1D1N_1N,False,,,,,,,,,243,,,2477
-4630842966736398,2018-09-19 09:03:00,2018-09-29 00:00:00,2018-09-30 00:00:00,1255224,PH,2016-07-14 15:20:00,2.0,Resort,Pay Now,6687525710631150036,Philippines,0,Philippines,1,0,0,1,PH,English,74.66,Visa,Credit Card,PHP,False,3D1N_100P,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-24,2532,,,1405
-4287033359464052106,2018-08-14 22:51:00,2018-08-15 00:00:00,2018-08-16 00:00:00,3903684,TH,2017-12-23 18:53:00,3.5,Hotel,Pay Now,8751190256759150045,Thailand,0,Thailand,2,0,0,1,TH,English,28.09,Visa,Credit Card,THB,True,2D100P_100P,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3747,,,2477
-6386583449122531856,2018-06-18 15:25:00,2018-07-03 00:00:00,2018-07-05 00:00:00,773435,JP,2014-11-11 10:07:00,3.0,Hotel,Pay Now,709265168483870077,Hong Kong,0,Hong Kong,4,0,0,2,HK,T.Chinese / Hongkong,363.82,UnionPay - Creditcard,Credit Card,HKD,True,365D100P_100P,False,,,,,,,,,4185,424.0,417.0,1403
-8164098959045784374,2018-07-12 21:27:00,2018-07-13 00:00:00,2018-07-14 00:00:00,2802669,MY,2017-09-18 16:08:00,3.0,Serviced Apartment,Pay Now,4342493162523740015,Malaysia,0,Malaysia,2,0,0,1,MY,English,40.17,AmOnline,Credit Card,MYR,False,1D1N_1N,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5596,,,2797
2665929715967079831,2018-07-27 15:24:00,2018-08-29 00:00:00,2018-08-30 00:00:00,3975610,TH,2017-12-24 21:20:00,4.0,Hotel,Pay Later,6144912408696280014,South Korea,0,South Korea,2,0,0,1,KR,Korean,66.7,Visa,Credit Card,KRW,True,8D100P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-07-28,3747,883.0,296.0,2477
-5330953595300562571,2018-08-26 17:46:00,2018-09-27 00:00:00,2018-09-30 00:00:00,140574,TR,2009-02-06 17:00:00,0.0,Hotel,Pay Now,7736331743572380046,South Africa,0,South Africa,4,1,0,2,ZA,English,488.4,Visa,Credit Card,ZAR,True,33D100P,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4804,,,1018
8933846998454094586,2018-08-13 09:33:00,2018-09-01 00:00:00,2018-09-05 00:00:00,3650130,KR,2017-12-13 07:49:00,0.0,Hotel,Pay Now,3129320191349080023,South Korea,0,South Korea,2,2,0,1,KR,Korean,282.0,UNKNOWN,Credit Card,KRW,True,7D100P,False,,,,,,,,2018-08-25,1428,,,2459
-5463935597159680411,2018-07-12 17:31:00,2018-07-12 00:00:00,2018-07-13 00:00:00,4497172,PH,2018-02-19 14:53:00,3.0,Hotel,Pay Now,6903433827487280045,Philippines,0,Philippines,2,0,0,1,PH,English,28.65,Visa,Credit Card,PHP,True,365D100P_100P,False,,,,,,,,2018-07-12,5001,177.0,207.0,2310
-8800374528877631658,2018-08-20 10:37:00,2018-09-21 00:00:00,2018-09-22 00:00:00,940550,MY,2015-06-26 09:40:00,3.0,Hotel,Pay Now,2215911254638280096,Malaysia,0,Malaysia,2,0,0,1,MY,English,65.47,Visa,Credit Card,MYR,False,365D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4004,,,2797
-8784162441777949096,2018-09-01 16:18:00,2018-09-01 00:00:00,2018-09-02 00:00:00,3065835,TH,2017-11-02 11:32:00,2.5,Hotel,Pay Now,3239875808836880003,UNKNOWN,0,Qatar,2,0,0,1,TH,Thai,16.77,UNKNOWN,Credit Card,THB,True,0D0N,True,,,,,,,,2018-09-03,3192,,,627
-1777253655181817549,2018-08-01 11:24:00,2018-08-18 00:00:00,2018-08-20 00:00:00,237139,AU,2010-09-16 07:07:00,2.0,Hostel,Pay Now,8215966644151520065,Malaysia,0,Malaysia,1,0,0,1,MY,English,40.54,MasterCard,Credit Card,MYR,True,365D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4025,,,1584
1551566808941528975,2018-05-22 10:14:00,2018-08-09 00:00:00,2018-08-11 00:00:00,1144315,PH,2015-12-02 09:32:00,2.5,Guest House / Bed & Breakfast,Pay Later,1252390857938570063,Philippines,1,Philippines,2,0,0,1,PH,English,80.24,MasterCard,Credit Card,PHP,False,14D1N_7D100P_100P,False,,,,,,,,,1070,,,173
-1488914534739087354,2018-09-06 18:48:00,2018-09-09 00:00:00,2018-09-10 00:00:00,1060647,KR,2015-09-02 09:36:00,3.0,Hotel,Pay Now,6815228342156160039,South Korea,1,South Korea,2,0,0,1,KR,Korean,58.86,MasterCard,Credit Card,KRW,True,1D50P_100P,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,5584,,,2799
